return_id,order_id,return_date,return_reason,refund_amount
R31118,O113117,2025-01-13,Not As Described,104.26
R31119,O112894,2025-01-22,Late Delivery,304.12
R31120,O111367,2025-03-05,Wrong Item,133.67
R31121,O109860,2025-04-28,Not As Described,335.57
R31122,O109332,2025-04-26,Not As Described,222.27
R31123,O101649,2025-04-22,Late Delivery,177.98
R31124,O117539,2025-01-13,Damaged,277.55
R31125,O115726,2025-07-03,Late Delivery,266.29
R31126,O109567,2025-02-20,Late Delivery,327.0
R31127,O115772,2025-01-08,Damaged,336.23
R31128,O121802,2025-01-23,Damaged,23.76
R31129,O116114,2025-01-09,Wrong Item,176.88
R31130,O120182,2025-04-07,Not As Described,194.84
R31131,O108432,2025-02-27,Not As Described,249.84
R31132,O109827,2025-02-18,Size Issue,97.3
R31133,O114783,2025-05-26,Changed Mind,201.15
R31134,O102675,2025-04-04,Late Delivery,91.1
R31135,O121086,2025-02-26,Not As Described,6.32
R31136,O110665,2025-05-27,Size Issue,141.8
R31137,O119591,2025-04-19,Damaged,59.02
R31138,O106700,2025-02-25,Damaged,124.08
R31139,O118684,2025-02-01,Damaged,12.8
R31140,O102881,2025-01-08,Size Issue,140.33
R31141,O113612,2025-03-31,Wrong Item,345.4
R31142,O107905,2025-06-18,Damaged,235.36
R31143,O103244,2025-01-19,Wrong Item,155.67
R31144,O117264,2025-04-01,Changed Mind,30.84
R31145,O110968,2025-02-22,Late Delivery,174.57
R31146,O113012,2025-03-18,Not As Described,306.4
R31147,O113382,2025-03-11,Late Delivery,187.45
R31149,O114927,2025-03-09,Changed Mind,110.46
R31150,O120210,2025-05-28,Size Issue,302.23
R31152,O117978,2025-04-08,Changed Mind,191.82
R31153,O116457,2025-05-29,Size Issue,258.9
R31154,O116127,2025-07-03,Damaged,283.23
R31155,O103128,2025-02-18,Not As Described,319.34
R31156,O121385,2025-04-24,Late Delivery,327.15
R31157,O111504,2025-06-14,Damaged,66.45
R31158,O115839,2025-02-20,Late Delivery,182.33
R31159,O114159,2025-06-25,Changed Mind,304.74
R31160,O106568,2025-06-01,Changed Mind,336.56
R31161,O118967,2025-06-13,Late Delivery,48.6
R31162,O103293,2025-01-23,Not As Described,71.65
R31163,O116090,2025-01-23,Late Delivery,39.98
R31164,O118184,2025-05-03,Not As Described,267.69
R31165,O110499,2025-04-19,Late Delivery,344.25
R31166,O102069,2025-05-24,Not As Described,170.15
R31167,O118322,2025-04-28,Damaged,226.11
R31168,O119693,2025-02-18,Size Issue,84.76
R31169,O113491,2025-05-05,Wrong Item,327.48
R31170,O117275,2025-04-29,Not As Described,79.8
R31171,O105479,2025-03-11,Late Delivery,135.78
R31172,O120270,2025-03-07,Size Issue,52.43
R31173,O101713,2025-02-22,Damaged,53.86
R31174,O110471,2025-05-30,Wrong Item,302.17
R31175,O118301,2025-03-01,Changed Mind,131.92
R31176,O103210,2025-05-16,Not As Described,106.85
R31177,O104408,2025-06-13,Damaged,231.16
R31178,O105457,2025-04-16,Changed Mind,80.82
R31179,O111509,2025-06-29,Not As Described,330.94
R31180,O118638,2025-03-01,Not As Described,340.26
R31181,O100898,2025-03-03,Damaged,109.06
R31182,O107038,2025-05-11,Wrong Item,335.74
R31183,O101660,2025-04-22,Damaged,178.64
R31184,O111695,2025-01-29,Late Delivery,188.4
R31185,O111568,2025-05-17,Changed Mind,100.95
R31186,O100079,2025-04-04,Not As Described,110.74
R31187,O101811,2025-06-19,Damaged,230.35
R31188,O106516,2025-02-06,Not As Described,81.05
R31189,O105787,2025-06-18,Size Issue,51.0
R31190,O114770,2025-05-26,Not As Described,69.59
R31191,O106011,2025-04-21,Size Issue,332.31
R31192,O113202,2025-02-22,Wrong Item,103.2
R31193,O117148,2025-04-19,Changed Mind,223.43
R31194,O107963,2025-05-04,Wrong Item,273.39
R31195,O100379,2025-02-03,Size Issue,204.7
R31196,O121005,2025-03-12,Size Issue,306.26
R31197,O105411,2025-04-29,Changed Mind,84.89
R31198,O109805,2025-05-29,Wrong Item,285.0
R31199,O119916,2025-03-27,Late Delivery,218.0
R31200,O108348,2025-02-04,Late Delivery,132.7
R31201,O120024,2025-01-08,Not As Described,311.02
R31202,O106689,2025-01-27,Late Delivery,250.52
R31203,O106178,2025-02-25,Changed Mind,111.19
R31204,O112254,2025-02-16,Wrong Item,111.25
R31205,O115413,2025-06-26,Changed Mind,24.93
R31206,O112072,2025-05-17,Changed Mind,260.15
R31207,O118797,2025-02-17,Late Delivery,6.6
R31208,O102868,2025-02-28,Not As Described,312.83
R31209,O108452,2025-03-06,Size Issue,61.09
R31210,O114767,2025-06-12,Changed Mind,304.45
R31211,O121193,2025-02-16,Size Issue,65.41
R31212,O111444,2025-02-02,Not As Described,219.56
R31213,O109807,2025-06-29,Damaged,145.65
R31214,O111693,2025-05-26,Size Issue,211.47
R31215,O109487,2025-05-18,Wrong Item,295.07
R31216,O102645,2025-03-06,Changed Mind,63.08
R31217,O107410,2025-04-07,Damaged,42.2
R31218,O117889,2025-02-24,Changed Mind,128.89
R31219,O105316,2025-05-06,Not As Described,56.23
R31220,O121650,2025-06-10,Wrong Item,324.21
R31221,O112352,2025-01-24,Late Delivery,70.96
R31222,O120541,2025-05-23,Wrong Item,101.76
R31223,O116170,2025-05-10,Damaged,216.19
R31224,O107828,2025-04-01,Not As Described,330.47
R31225,O105000,2025-01-13,Changed Mind,308.89
R31226,O107078,2025-04-21,Wrong Item,107.7
R31227,O120359,2025-05-11,Changed Mind,121.47
R31228,O106159,2025-05-14,Late Delivery,282.42
R31229,O113976,2025-04-16,Not As Described,141.88
R31230,O105168,2025-02-01,Damaged,128.69
R31231,O102410,2025-06-23,Changed Mind,255.75
R31232,O113706,2025-01-19,Not As Described,160.13
R31233,O115654,2025-04-26,Damaged,241.67
R31234,O115341,2025-06-18,Not As Described,341.83
R31235,O109154,2025-04-12,Size Issue,150.39
R31236,O107341,2025-06-05,Wrong Item,23.38
R31237,O106467,2025-02-19,Changed Mind,338.61
R31238,O102186,2025-01-09,Damaged,131.18
R31239,O102156,2025-06-19,Not As Described,209.97
R31240,O109130,2025-05-25,Damaged,77.49
R31241,O109910,2025-05-21,Late Delivery,265.24
R31242,O117914,2025-02-02,Wrong Item,227.37
R31243,O119860,2025-06-24,Wrong Item,163.63
R31244,O121978,2025-03-17,Wrong Item,324.04
R31245,O120981,2025-03-12,Changed Mind,156.39
R31246,O109094,2025-01-27,Changed Mind,131.65
R31247,O112368,2025-06-16,Damaged,328.84
R31248,O111118,2025-02-09,Changed Mind,104.48
R31249,O121186,2025-05-07,Not As Described,233.5
R31250,O116586,2025-06-12,Wrong Item,21.56
R31251,O109506,2025-05-01,Wrong Item,240.07
R31252,O105671,2025-04-22,Not As Described,217.44
R31253,O115451,2025-02-06,Wrong Item,85.93
R31254,O117630,2025-05-05,Late Delivery,32.87
R31255,O111519,2025-05-16,Wrong Item,156.46
R31256,O113279,2025-07-04,Wrong Item,266.68
R31257,O119849,2025-02-05,Size Issue,20.39
R31258,O113662,2025-04-08,Not As Described,276.02
R31259,O110945,2025-06-08,Late Delivery,80.24
R31260,O109644,2025-04-25,Damaged,93.46
R31261,O101156,2025-06-05,Damaged,349.79
R31262,O101611,2025-05-24,Not As Described,27.87
R31263,O118584,2025-06-21,Wrong Item,218.32
R31264,O101254,2025-03-12,Wrong Item,188.95
R31265,O118331,2025-05-26,Changed Mind,349.58
R31266,O113896,2025-07-04,Changed Mind,142.69
R31267,O108461,2025-03-25,Size Issue,192.95
R31268,O115772,2025-04-07,Not As Described,68.57
R31269,O109027,2025-06-26,Damaged,281.4
R31270,O102463,2025-05-15,Changed Mind,127.32
R31271,O106376,2025-02-22,Changed Mind,28.06
R31272,O112313,2025-06-29,Damaged,100.98
R31273,O101490,2025-01-12,Wrong Item,312.96
R31274,O102072,2025-02-15,Late Delivery,213.96
R31275,O111537,2025-04-18,Damaged,324.95
R31276,O119332,2025-04-14,Changed Mind,21.39
R31277,O119489,2025-04-12,Damaged,114.57
R31278,O112743,2025-04-20,Damaged,224.83
R31279,O112040,2025-05-24,Wrong Item,206.49
R31280,O119643,2025-04-16,Not As Described,88.08
R31281,O113234,2025-02-20,Wrong Item,34.01
R31282,O109973,2025-06-13,Wrong Item,195.4
R31283,O102549,2025-04-08,Size Issue,289.88
R31284,O113877,2025-06-04,Not As Described,300.73
R31285,O100695,2025-02-01,Damaged,179.7
R31286,O102580,2025-02-12,Damaged,60.72
R31287,O106837,2025-03-31,Changed Mind,142.26
R31288,O118399,2025-05-02,Changed Mind,333.5
R31289,O117956,2025-03-01,Wrong Item,219.73
R31290,O118168,2025-03-27,Wrong Item,187.54
R31291,O103926,2025-06-14,Not As Described,150.61
R31292,O109072,2025-05-17,Wrong Item,24.7
R31293,O110495,2025-06-08,Not As Described,212.28
R31294,O104065,2025-06-01,Damaged,120.72
R31295,O114852,2025-02-18,Wrong Item,281.41
R31296,O110006,2025-04-05,Size Issue,191.32
R31297,O103125,2025-04-01,Size Issue,287.62
R31298,O104566,2025-03-06,Size Issue,33.83
R31299,O105259,2025-06-11,Size Issue,238.37
R31300,O102912,2025-03-18,Size Issue,248.53
R31301,O113024,2025-06-28,Late Delivery,323.39
R31302,O105620,2025-04-29,Damaged,309.9
R31303,O109246,2025-06-17,Late Delivery,329.47
R31304,O117801,2025-06-19,Wrong Item,120.56
R31305,O109659,2025-01-10,Size Issue,181.69
R31306,O110020,2025-05-01,Wrong Item,228.36
R31307,O121679,2025-03-25,Changed Mind,290.08
R31308,O103901,2025-02-11,Damaged,336.07
R31309,O115316,2025-06-05,Damaged,149.66
R31310,O113717,2025-06-12,Damaged,205.27
R31311,O112233,2025-01-13,Changed Mind,169.77
R31312,O114859,2025-05-01,Size Issue,319.36
R31313,O113441,2025-03-17,Wrong Item,273.42
R31314,O102686,2025-06-17,Wrong Item,292.3
R31315,O116265,2025-05-09,Changed Mind,75.43
R31316,O111730,2025-02-13,Not As Described,14.06
R31317,O113109,2025-06-15,Late Delivery,137.27
R31318,O114043,2025-04-23,Damaged,182.71
R31319,O106075,2025-04-26,Not As Described,161.93
R31320,O120131,2025-06-08,Size Issue,269.75
R31321,O118059,2025-03-26,Changed Mind,65.64
R31322,O121737,2025-01-24,Changed Mind,252.05
R31323,O120053,2025-04-30,Changed Mind,286.94
R31324,O115254,2025-06-03,Damaged,65.87
R31325,O114412,2025-06-15,Not As Described,105.65
R31326,O121810,2025-04-19,Changed Mind,266.04
R31327,O104780,2025-05-12,Size Issue,185.59
R31328,O101230,2025-01-13,Changed Mind,152.03
R31329,O103090,2025-05-31,Changed Mind,303.6
R31330,O117147,2025-01-08,Not As Described,236.16
R31331,O105483,2025-05-29,Not As Described,153.98
R31332,O113368,2025-06-09,Damaged,220.61
R31333,O102080,2025-05-05,Size Issue,260.01
R31334,O101118,2025-03-27,Changed Mind,232.77
R31335,O116791,2025-07-02,Size Issue,252.29
R31336,O109809,2025-07-01,Changed Mind,211.16
R31337,O105355,2025-05-15,Size Issue,223.67
R31338,O115275,2025-03-14,Wrong Item,96.95
R31339,O116469,2025-05-31,Late Delivery,16.0
R31340,O114281,2025-04-08,Damaged,32.41
R31341,O103590,2025-07-02,Changed Mind,100.82
R31342,O103380,2025-06-15,Late Delivery,284.23
R31343,O116952,2025-06-03,Wrong Item,310.7
R31344,O111488,2025-03-21,Changed Mind,96.9
R31345,O115543,2025-04-21,Changed Mind,264.86
R31346,O104857,2025-03-19,Changed Mind,134.76
R31348,O106445,2025-05-18,Late Delivery,38.2
R31349,O101339,2025-02-26,Not As Described,194.14
R31350,O116008,2025-06-12,Size Issue,164.32
R31351,O119958,2025-05-17,Changed Mind,317.72
R31352,O116048,2025-03-26,Changed Mind,183.39
R31353,O102322,2025-02-05,Wrong Item,168.82
R31354,O121093,2025-04-23,Changed Mind,61.24
R31355,O104986,2025-05-06,Not As Described,335.28
R31356,O119478,2025-03-11,Damaged,116.09
R31357,O115818,2025-03-22,Size Issue,125.92
R31358,O112338,2025-05-05,Late Delivery,278.39
R31359,O115788,2025-05-20,Wrong Item,312.83
R31360,O109819,2025-06-18,Changed Mind,340.73
R31361,O118626,2025-04-05,Wrong Item,340.61
R31362,O105437,2025-03-01,Late Delivery,105.79
R31363,O102726,2025-04-20,Not As Described,315.99
R31364,O101352,2025-06-05,Changed Mind,132.04
R31365,O112410,2025-05-25,Not As Described,147.53
R31366,O101588,2025-05-24,Changed Mind,341.95
R31367,O109820,2025-02-04,Changed Mind,73.49
R31368,O111302,2025-04-15,Wrong Item,10.71
R31369,O106875,2025-03-23,Wrong Item,28.61
R31370,O107052,2025-06-06,Wrong Item,12.08
R31371,O101079,2025-05-24,Damaged,23.1
R31372,O118280,2025-01-15,Changed Mind,45.84
R31373,O103726,2025-03-16,Not As Described,57.35
R31374,O109997,2025-03-23,Changed Mind,97.92
R31375,O100291,2025-03-29,Late Delivery,156.73
R31376,O111321,2025-01-10,Changed Mind,327.65
R31377,O117643,2025-06-11,Not As Described,126.18
R31378,O113311,2025-02-19,Size Issue,87.78
R31379,O113837,2025-06-26,Not As Described,246.81
R31380,O106482,2025-06-20,Changed Mind,305.64
R31381,O104689,2025-05-19,Damaged,61.75
R31382,O109728,2025-04-18,Damaged,277.87
R31383,O115724,2025-01-10,Damaged,331.73
R31384,O108040,2025-04-01,Late Delivery,210.33
R31385,O113542,2025-02-20,Changed Mind,285.32
R31386,O116800,2025-02-07,Wrong Item,21.84
R31387,O108987,2025-01-16,Not As Described,245.56
R31388,O115543,2025-02-18,Not As Described,184.42
R31389,O115161,2025-04-20,Damaged,187.57
R31390,O102634,2025-02-12,Late Delivery,225.8
R31391,O119076,2025-05-05,Late Delivery,233.72
R31392,O100754,2025-01-18,Changed Mind,75.16
R31393,O104096,2025-04-19,Size Issue,39.94
R31394,O112178,2025-04-20,Damaged,295.28
R31395,O121810,2025-03-23,Wrong Item,133.54
R31396,O108458,2025-05-29,Damaged,343.48
R31397,O115409,2025-06-11,Late Delivery,112.56
R31398,O118380,2025-01-23,Size Issue,182.07
R31399,O111413,2025-01-12,Damaged,167.64
R31400,O120182,2025-05-27,Wrong Item,69.43
R31401,O111308,2025-02-22,Not As Described,323.92
R31402,O106431,2025-03-18,Damaged,246.39
R31403,O110490,2025-05-24,Late Delivery,193.78
R31404,O118847,2025-03-13,Not As Described,57.16
R31405,O104704,2025-04-09,Late Delivery,28.36
R31406,O119970,2025-05-21,Wrong Item,97.11
R31407,O103904,2025-02-03,Changed Mind,232.97
R31408,O111678,2025-03-05,Late Delivery,280.43
R31409,O115403,2025-01-08,Size Issue,116.32
R31410,O105521,2025-05-30,Size Issue,221.85
R31411,O114172,2025-05-26,Wrong Item,72.54
R31412,O121986,2025-06-03,Size Issue,63.35
R31413,O111116,2025-05-30,Not As Described,152.7
R31414,O111496,2025-02-25,Changed Mind,347.7
R31415,O109681,2025-06-27,Damaged,160.16
R31416,O108455,2025-01-18,Size Issue,158.17
R31417,O121250,2025-04-02,Late Delivery,306.29
R31418,O101396,2025-05-11,Damaged,149.98
R31419,O108726,2025-03-27,Changed Mind,29.04
R31420,O107458,2025-06-27,Changed Mind,204.86
R31421,O103310,2025-05-26,Size Issue,175.95
R31422,O112937,2025-05-29,Size Issue,249.12
R31423,O120180,2025-03-09,Late Delivery,15.65
R31424,O109449,2025-06-15,Changed Mind,56.17
R31425,O110396,2025-06-09,Size Issue,159.83
R31426,O115275,2025-05-09,Damaged,300.4
R31427,O119411,2025-03-16,Changed Mind,338.45
R31428,O107922,2025-02-04,Not As Described,254.09
R31429,O100261,2025-05-29,Not As Described,22.83
R31430,O115902,2025-04-06,Changed Mind,57.8
R31431,O109746,2025-04-24,Changed Mind,23.61
R31432,O118212,2025-03-09,Not As Described,270.2
R31433,O105835,2025-01-11,Late Delivery,117.98
R31434,O109577,2025-02-15,Size Issue,273.88
R31435,O102949,2025-05-02,Not As Described,57.96
R31436,O114804,2025-04-12,Not As Described,53.27
R31437,O106974,2025-01-11,Not As Described,226.74
R31438,O104300,2025-01-20,Late Delivery,242.41
R31439,O105706,2025-01-08,Damaged,19.28
R31440,O115423,2025-03-03,Late Delivery,197.21
R31441,O117652,2025-01-19,Damaged,141.1
R31442,O117054,2025-06-30,Wrong Item,49.75
R31443,O101028,2025-04-06,Changed Mind,193.09
R31444,O103893,2025-04-17,Wrong Item,134.27
R31445,O113959,2025-06-30,Not As Described,312.44
R31446,O101965,2025-04-21,Changed Mind,298.1
R31447,O104118,2025-02-03,Wrong Item,283.68
R31448,O109263,2025-06-08,Changed Mind,181.62
R31449,O105018,2025-06-09,Late Delivery,273.05
R31450,O102453,2025-04-09,Damaged,264.74
R31451,O105308,2025-06-22,Late Delivery,178.3
R31452,O114844,2025-03-01,Damaged,166.42
R31453,O116985,2025-01-12,Not As Described,237.41
R31454,O104588,2025-04-09,Not As Described,32.52
R31455,O118411,2025-04-17,Wrong Item,239.83
R31456,O107000,2025-03-23,Size Issue,305.07
R31457,O110212,2025-02-01,Not As Described,64.72
R31458,O120383,2025-05-30,Damaged,164.91
R31459,O120851,2025-03-15,Size Issue,184.67
R31460,O111809,2025-06-01,Damaged,29.72
R31461,O121296,2025-02-26,Late Delivery,54.87
R31462,O100759,2025-04-30,Damaged,327.68
R31463,O112793,2025-05-26,Size Issue,114.23
R31464,O118044,2025-06-27,Changed Mind,158.35
R31465,O116173,2025-03-24,Damaged,68.79
R31466,O117618,2025-04-28,Wrong Item,76.59
R31467,O109617,2025-05-02,Changed Mind,5.53
R31468,O100526,2025-06-02,Size Issue,118.82
R31469,O114743,2025-01-21,Changed Mind,124.29
R31470,O101631,2025-05-16,Changed Mind,345.28
R31471,O114792,2025-05-10,Damaged,73.27
R31472,O116718,2025-01-12,Not As Described,235.04
R31473,O112164,2025-06-24,Damaged,6.36
R31474,O106610,2025-02-07,Not As Described,175.87
R31475,O120801,2025-05-23,Late Delivery,186.37
R31476,O121964,2025-05-08,Changed Mind,320.09
R31477,O103326,2025-02-18,Not As Described,209.96
R31478,O100547,2025-04-24,Wrong Item,346.47
R31479,O105606,2025-06-21,Size Issue,186.94
R31480,O107028,2025-01-16,Not As Described,315.12
R31481,O102884,2025-01-15,Late Delivery,173.1
R31482,O109124,2025-02-05,Wrong Item,275.19
R31483,O104187,2025-06-18,Size Issue,344.61
R31484,O106873,2025-03-01,Size Issue,204.0
R31485,O113364,2025-04-27,Size Issue,167.6
R31486,O100226,2025-04-13,Late Delivery,317.41
R31487,O121634,2025-07-03,Not As Described,47.96
R31488,O116255,2025-02-08,Size Issue,106.34
R31489,O109746,2025-01-20,Size Issue,67.91
R31490,O113772,2025-03-08,Not As Described,264.3
R31491,O121419,2025-03-18,Wrong Item,59.23
R31492,O118314,2025-03-24,Changed Mind,274.81
R31493,O114119,2025-03-26,Changed Mind,254.64
R31494,O102558,2025-03-13,Wrong Item,74.12
R31495,O119246,2025-02-10,Late Delivery,126.19
R31497,O104402,2025-06-09,Damaged,50.37
R31498,O108971,2025-01-19,Size Issue,257.73
R31499,O113488,2025-04-18,Late Delivery,276.54
R31500,O100209,2025-05-11,Damaged,206.92
R31501,O104147,2025-03-19,Late Delivery,145.44
R31502,O103380,2025-06-27,Not As Described,73.97
R31503,O103176,2025-04-05,Size Issue,231.39
R31504,O109567,2025-04-26,Late Delivery,125.67
R31505,O100614,2025-05-31,Size Issue,132.09
R31506,O104305,2025-04-20,Damaged,250.05
R31507,O106366,2025-04-13,Not As Described,97.65
R31508,O116268,2025-02-19,Size Issue,144.42
R31509,O117764,2025-03-26,Late Delivery,42.67
R31510,O101181,2025-01-17,Wrong Item,334.89
R31511,O113811,2025-04-14,Late Delivery,246.1
R31512,O116805,2025-02-13,Late Delivery,235.65
R31513,O118958,2025-02-09,Wrong Item,145.86
R31514,O101752,2025-02-06,Not As Described,20.95
R31515,O114979,2025-03-31,Wrong Item,120.44
R31516,O109241,2025-04-06,Changed Mind,194.05
R31517,O109639,2025-06-13,Size Issue,343.61
R31518,O100256,2025-06-09,Damaged,114.8
R31519,O103713,2025-04-29,Late Delivery,247.05
R31520,O111425,2025-05-10,Changed Mind,208.25
R31521,O118228,2025-02-12,Not As Described,46.45
R31522,O114473,2025-03-29,Damaged,68.42
R31523,O114330,2025-04-26,Wrong Item,321.28
R31524,O116492,2025-02-22,Wrong Item,40.38
R31525,O106285,2025-02-24,Damaged,140.53
R31526,O119625,2025-02-23,Size Issue,349.42
R31527,O100215,2025-02-08,Size Issue,25.01
R31528,O116211,2025-06-12,Late Delivery,182.59
R31530,O120801,2025-04-02,Wrong Item,243.65
R31531,O109610,2025-03-09,Damaged,347.43
R31532,O121729,2025-03-04,Size Issue,274.66
R31533,O106587,2025-06-19,Size Issue,159.45
R31534,O114075,2025-06-22,Changed Mind,225.27
R31535,O119382,2025-06-25,Changed Mind,330.18
R31536,O119037,2025-03-24,Late Delivery,29.92
R31537,O107116,2025-04-30,Damaged,234.99
R31538,O107399,2025-01-15,Wrong Item,333.59
R31539,O108169,2025-03-15,Wrong Item,183.64
R31540,O107447,2025-05-15,Size Issue,64.59
R31541,O107372,2025-03-27,Late Delivery,290.08
R31542,O102024,2025-05-10,Wrong Item,326.7
R31543,O106142,2025-04-17,Changed Mind,225.83
R31544,O109687,2025-03-26,Size Issue,172.86
R31545,O100634,2025-05-26,Damaged,277.46
R31546,O102907,2025-03-22,Damaged,227.33
R31547,O100537,2025-07-02,Not As Described,204.64
R31548,O114589,2025-04-01,Not As Described,136.46
R31549,O115108,2025-04-13,Damaged,124.35
R31550,O115471,2025-06-09,Changed Mind,99.68
R31551,O117065,2025-03-06,Late Delivery,305.51
R31552,O113931,2025-06-10,Wrong Item,247.68
R31553,O114138,2025-04-29,Changed Mind,98.41
R31554,O114189,2025-04-01,Late Delivery,290.81
R31555,O121211,2025-02-20,Not As Described,113.65
R31556,O119787,2025-02-01,Wrong Item,341.65
R31557,O109134,2025-03-08,Size Issue,155.62
R31558,O113442,2025-05-24,Not As Described,215.47
R31559,O101777,2025-03-06,Late Delivery,249.66
R31560,O110322,2025-03-29,Late Delivery,91.24
R31561,O113624,2025-01-09,Wrong Item,300.4
R31562,O105266,2025-05-13,Changed Mind,111.88
R31563,O104247,2025-01-28,Late Delivery,187.34
R31564,O100256,2025-02-12,Changed Mind,60.86
R31565,O112504,2025-03-22,Wrong Item,130.57
R31566,O106937,2025-04-03,Wrong Item,302.91
R31567,O120285,2025-04-07,Changed Mind,201.14
R31568,O103576,2025-03-04,Late Delivery,180.53
R31569,O118609,2025-02-03,Changed Mind,236.49
R31570,O109736,2025-02-19,Changed Mind,120.57
R31571,O105747,2025-06-09,Wrong Item,94.99
R31573,O100095,2025-01-08,Damaged,22.38
R31574,O116083,2025-03-12,Wrong Item,219.96
R31575,O114871,2025-04-18,Size Issue,297.38
R31576,O116591,2025-02-09,Not As Described,320.61
R31577,O114965,2025-06-25,Not As Described,270.42
R31578,O100502,2025-02-24,Wrong Item,60.75
R31579,O103622,2025-01-31,Wrong Item,170.37
R31580,O118073,2025-01-25,Changed Mind,12.73
R31581,O104893,2025-05-08,Not As Described,298.39
R31582,O103167,2025-03-09,Wrong Item,129.98
R31583,O109975,2025-06-20,Size Issue,315.25
R31584,O121122,2025-02-13,Changed Mind,340.82
R31585,O104137,2025-06-19,Not As Described,47.51
R31586,O101493,2025-05-06,Late Delivery,157.43
R31587,O118585,2025-05-14,Changed Mind,221.3
R31588,O116620,2025-02-17,Late Delivery,340.35
R31589,O105765,2025-04-26,Wrong Item,246.54
R31590,O109233,2025-03-18,Size Issue,259.9
R31591,O106641,2025-05-25,Wrong Item,140.53
R31592,O107897,2025-06-21,Wrong Item,117.98
R31593,O113288,2025-05-27,Changed Mind,315.53
R31594,O104351,2025-03-12,Changed Mind,175.73
R31595,O118022,2025-06-15,Wrong Item,252.54
R31596,O116423,2025-04-06,Size Issue,244.29
R31597,O113317,2025-05-30,Late Delivery,338.65
R31599,O107742,2025-06-29,Not As Described,139.03
R31600,O106275,2025-03-31,Changed Mind,260.85
R31601,O120471,2025-05-29,Wrong Item,22.38
R31602,O111146,2025-04-01,Damaged,164.45
R31603,O106339,2025-02-20,Size Issue,9.42
R31604,O100653,2025-02-23,Damaged,242.96
R31605,O110479,2025-06-06,Damaged,152.24
R31606,O114267,2025-06-28,Late Delivery,291.06
R31607,O119242,2025-03-27,Size Issue,119.78
R31608,O114446,2025-02-20,Changed Mind,164.41
R31609,O114425,2025-07-01,Wrong Item,275.74
R31610,O105269,2025-04-06,Changed Mind,67.59
R31611,O104169,2025-02-12,Not As Described,115.49
R31612,O103858,2025-03-29,Not As Described,167.58
R31613,O109526,2025-02-02,Wrong Item,210.08
R31614,O103836,2025-04-21,Size Issue,133.13
R31615,O121966,2025-02-06,Size Issue,235.42
R31616,O102654,2025-05-16,Late Delivery,331.09
R31617,O114203,2025-04-01,Damaged,109.48
R31618,O119599,2025-05-13,Not As Described,280.47
R31619,O102307,2025-04-12,Wrong Item,231.52
R31620,O107034,2025-06-14,Wrong Item,152.85
R31621,O108581,2025-01-29,Late Delivery,295.83
R31622,O117304,2025-05-02,Changed Mind,15.03
R31623,O112902,2025-01-25,Wrong Item,214.51
R31624,O120986,2025-01-22,Damaged,339.56
R31625,O109690,2025-04-04,Size Issue,117.61
R31626,O115277,2025-01-21,Size Issue,63.8
R31627,O113301,2025-05-23,Wrong Item,314.02
R31628,O102189,2025-06-20,Late Delivery,290.58
R31629,O110943,2025-01-20,Wrong Item,54.16
R31630,O114913,2025-04-10,Changed Mind,319.16
R31631,O104991,2025-03-27,Size Issue,214.71
R31632,O106054,2025-06-10,Size Issue,28.58
R31633,O118839,2025-01-31,Changed Mind,209.55
R31634,O120245,2025-03-15,Not As Described,259.74
R31635,O115579,2025-05-02,Late Delivery,100.91
R31636,O111871,2025-05-04,Wrong Item,329.0
R31637,O100586,2025-03-27,Changed Mind,145.74
R31638,O100196,2025-03-17,Wrong Item,157.64
R31639,O107264,2025-05-08,Changed Mind,143.81
R31640,O120072,2025-03-07,Late Delivery,31.54
R31641,O100940,2025-04-11,Late Delivery,333.88
R31642,O115983,2025-06-20,Changed Mind,142.05
R31643,O109373,2025-03-03,Late Delivery,223.92
R31644,O100553,2025-04-09,Changed Mind,321.85
R31645,O108838,2025-02-13,Not As Described,303.84
R31646,O115250,2025-03-25,Size Issue,243.37
R31647,O104485,2025-04-30,Changed Mind,37.08
R31648,O118718,2025-05-23,Not As Described,155.4
R31649,O102197,2025-03-24,Not As Described,203.52
R31650,O102463,2025-02-05,Size Issue,168.44
R31651,O102313,2025-05-06,Damaged,292.54
R31652,O109152,2025-02-07,Wrong Item,99.55
R31653,O120331,2025-04-09,Changed Mind,259.05
R31654,O105920,2025-06-05,Wrong Item,90.25
R31655,O113593,2025-03-25,Wrong Item,342.14
R31656,O105488,2025-06-03,Size Issue,90.48
R31657,O120951,2025-05-05,Late Delivery,300.44
R31658,O113208,2025-02-28,Wrong Item,17.98
R31659,O112530,2025-03-15,Size Issue,33.8
R31660,O113703,2025-03-23,Late Delivery,303.19
R31661,O105269,2025-06-11,Wrong Item,230.59
R31662,O111578,2025-03-01,Not As Described,26.32
R31663,O100295,2025-01-17,Damaged,266.0
R31664,O100582,2025-04-03,Wrong Item,102.78
R31665,O118291,2025-03-08,Not As Described,116.02
R31666,O116013,2025-05-13,Late Delivery,321.19
R31667,O110950,2025-05-18,Changed Mind,17.28
R31668,O121265,2025-05-24,Late Delivery,204.65
R31669,O114968,2025-01-15,Not As Described,283.1
R31670,O113646,2025-03-05,Late Delivery,7.06
R31671,O107542,2025-02-26,Changed Mind,308.88
R31672,O108715,2025-02-08,Not As Described,246.16
R31673,O106469,2025-05-23,Changed Mind,239.64
R31674,O112970,2025-03-04,Not As Described,138.58
