order_item_id,order_id,product_id,quantity,unit_price,discount_pct
OI215904,O111227,P1108,3,207.41,0.0
OI215905,O119924,P1167,1,152.14,0.0
OI215907,O112250,P1091,1,156.48,0.0
OI215908,O120544,P1109,1,226.52,0.15
OI215909,O112871,P1010,1,55.06,0.1
OI215910,O113801,P1020,5,90.9,0.0
OI215911,O119087,P1070,5,84.34,0.1
OI215912,O114741,P1060,4,131.0,0.1
OI215913,O102047,P1060,3,139.83,0.15
OI215914,O113567,P1149,0,15.42,0.0
OI215915,O108682,P1112,1,130.73,0.05
OI215916,O118075,P1175,1,250.23,0.0
OI215917,O103546,P1134,4,66.11,0.1
OI215918,O119396,P1060,2,134.94,0.05
OI215919,O100696,P1111,3,70.54,0.0
OI215920,O108075,P1071,2,14.65,0.1
OI215921,O120762,P1055,1,96.98,0.1
OI215922,O107215,P1010,2,59.47,0.0
OI215923,O102578,P1072,3,18.53,0.15
OI215924,O120397,P1173,2,219.53,0.05
OI215925,O106231,P1147,1,219.91,0.05
OI215926,O121035,P1035,1,77.85,0.0
OI215927,O103203,P1046,4,233.48,0.15
OI215928,O108833,P1105,5,192.69,0.1
OI215929,O109432,P1007,1,135.98,0.1
OI215930,O116401,P1152,1,108.54,0.15
OI215931,O104706,P1156,1,375.91,0.05
OI215932,O109090,P1169,5,298.59,0.0
OI215933,O112294,P1023,1,20.98,0.15
OI215934,O100816,P1149,2,17.07,0.0
OI215935,O111468,P1093,5,201.47,0.0
OI215936,O117367,P1133,1,115.03,0.15
OI215937,O117411,P1125,2,142.04,0.0
OI215938,O108693,P1066,2,174.58,0.1
OI215939,O118961,P1169,1,292.24,0.0
OI215940,O116278,P1060,1,132.25,0.1
OI215941,O120062,P1112,1,136.82,0.0
OI215942,O105788,P1047,3,141.65,0.15
OI215943,O111004,P1042,2,324.51,0.15
OI215944,O118514,P1132,0,192.17,0.0
OI215945,O114289,P1120,2,270.92,0.05
OI215946,O105214,P1158,3,32.44,0.2
OI215947,O115077,P1015,4,326.9,0.1
OI215948,O110306,P1049,5,193.77,0.05
OI215949,O100686,P1063,2,190.68,0.0
OI215950,O110130,P1096,2,179.2,0.0
OI215951,O115410,P1004,1,134.66,0.0
OI215952,O110636,P1074,2,178.01,0.0
OI215953,O102392,P1028,5,130.17,0.0
OI215954,O102448,P1130,0,243.63,0.1
OI215955,O121690,P1089,1,30.15,0.05
OI215957,O114286,P1104,4,432.15,0.0
OI215958,O111401,P1023,1,22.81,0.15
OI215959,O118648,P1052,2,191.6,0.0
OI215960,O112809,P1121,3,212.73,0.2
OI215962,O105787,P1177,5,23.47,0.1
OI215963,O115794,P1147,2,218.59,0.25
OI215964,O120568,P1152,1,105.18,0.15
OI215965,O117915,P1028,4,129.98,0.05
OI215966,O118865,P1042,1,310.93,0.25
OI215967,O104640,P1064,4,240.72,0.15
OI215968,O105147,P1091,1,162.6,0.2
OI215969,O115199,P1153,5,158.59,0.0
OI215970,O100250,P1113,4,199.95,0.0
OI215971,O113754,P1172,1,157.35,0.05
OI215972,O106440,P1004,2,134.93,0.15
OI215973,O104996,P1013,2,175.49,0.1
OI215974,O109958,P1155,3,104.18,0.05
OI215975,O118620,P1093,1,204.14,0.15
OI215976,O121673,P1116,4,11.56,0.1
OI215977,O102700,P1059,5,327.51,0.05
OI215978,O112404,P1075,4,301.19,0.05
OI215979,O120090,P1101,2,278.02,0.25
OI215980,O108093,P1152,5,111.9,0.1
OI215981,O111673,P1156,2,390.1,0.1
OI215982,O116004,P1001,1,54.14,0.0
OI215983,O103809,P1099,3,221.11,0.05
OI215984,O109541,P1178,1,88.53,0.1
OI215985,O121343,P1165,2,304.21,0.1
OI215986,O112713,P1110,4,255.25,0.15
OI215987,O107868,P1043,1,213.46,0.0
OI215988,O121550,P1037,2,79.08,0.0
OI215989,O102529,P1021,2,444.13,0.05
OI215990,O116594,P1049,1,215.88,0.1
OI215991,O120655,P1156,2,387.68,0.15
OI215992,O117417,P1143,3,68.38,0.0
OI215993,O107745,P1084,4,132.26,0.0
OI215994,O104600,P1116,1,11.51,0.0
OI215995,O101984,P1022,1,80.18,0.0
OI215996,O108512,P1071,1,14.75,0.15
OI215997,O106582,P1063,5,196.72,0.2
OI215998,O109278,P1062,2,208.0,0.2
OI215999,O113000,P1109,1,217.59,0.05
OI216000,O102120,P1123,3,322.0,0.1
OI216002,O105181,P1095,4,203.81,0.05
OI216003,O104134,P1116,3,12.47,0.1
OI216004,O121216,P1013,3,185.7,0.0
OI216005,O109150,P1023,1,22.02,0.15
OI216006,O104816,P1070,2,82.44,0.1
OI216007,O105540,P1058,4,214.77,0.1
OI216008,O117546,P1146,4,48.24,0.1
OI216009,O108137,P1108,1,217.27,0.1
OI216010,O112136,P1142,3,395.69,0.0
OI216011,O110655,P1105,1,198.21,0.15
OI216012,O114373,P1130,2,241.44,0.2
OI216013,O111820,P1002,4,208.76,0.1
OI216014,O104162,P1047,4,134.29,0.2
OI216015,O108650,P1084,1,127.67,0.0
OI216016,O107634,P1115,2,78.87,0.0
OI216017,O102087,P1101,2,285.17,0.1
OI216018,O108565,P1140,2,129.49,0.1
OI216019,O109504,P1116,1,11.8,0.0
OI216020,O116749,P1097,2,278.19,0.0
OI216021,O106220,P1161,3,95.42,0.05
OI216022,O121579,P1145,1,206.02,0.2
OI216023,O116264,P1175,2,263.72,0.0
OI216024,O106134,P1109,2,226.43,0.0
OI216025,O103260,P1141,1,207.22,0.15
OI216026,O116231,P1114,-1,14.06,0.2
OI216027,O115147,P1013,1,176.78,0.15
OI216028,O117982,P1102,2,298.94,0.1
OI216029,O103331,P1138,2,321.33,0.15
OI216030,O107280,P1053,1,293.92,0.15
OI216031,O113465,P1101,1,279.7,0.15
OI216032,O104999,P1014,4,331.0,0.25
OI216033,O117179,P1013,1,183.48,0.25
OI216034,O116948,P1098,4,108.84,0.0
OI216035,O117597,P1045,2,147.63,0.1
OI216036,O102141,P1130,2,250.02,0.0
OI216037,O106358,P1066,1,194.47,0.1
OI216038,O103581,P1045,3,144.25,0.15
OI216039,O108089,P1126,2,242.44,0.0
OI216040,O105292,P1179,4,130.6,0.05
OI216041,O102057,P1047,1,139.98,0.1
OI216042,O113526,P1144,5,225.68,0.05
OI216043,O107658,P1044,5,390.65,0.25
OI216044,O105639,P1085,4,208.28,0.05
OI216045,O121775,P1033,5,85.47,0.1
OI216046,O121254,P1157,2,167.62,0.0
OI216047,O116142,P1116,5,11.88,0.0
OI216048,O111175,P1077,4,400.88,0.15
OI216049,O112512,P1067,4,377.5,0.15
OI216050,O113257,P1091,2,151.23,0.05
OI216051,O114657,P1036,5,229.2,0.0
OI216052,O109917,P1035,2,80.44,0.0
OI216053,O115868,P1034,1,450.18,0.1
OI216054,O108918,P1060,1,145.22,0.0
OI216055,O115016,P1057,4,84.36,0.0
OI216056,O121227,P1054,5,98.73,0.2
OI216057,O118732,P1047,4,147.38,0.2
OI216058,O109840,P1046,2,236.13,0.05
OI216059,O110309,P1142,1,416.24,0.15
OI216060,O103904,P1129,1,125.3,0.1
OI216061,O106067,P1176,5,188.79,0.1
OI216062,O112105,P1160,3,242.54,0.0
OI216063,O114693,P1078,5,195.83,0.1
OI216064,O107281,P1175,1,236.46,0.0
OI216065,O117909,P1050,1,69.64,0.1
OI216066,O116596,P1082,3,342.96,0.1
OI216067,O117161,P1025,1,268.56,0.2
OI216068,O109061,P1067,1,380.7,0.05
OI216069,O113687,P1116,5,12.34,0.2
OI216070,O111295,P1050,4,79.08,0.1
OI216071,O115258,P1095,0,191.11,0.2
OI216072,O115894,P1084,3,129.74,0.0
OI216073,O116077,P1107,1,338.8,0.0
OI216074,O105904,P1103,1,135.79,0.15
OI216075,O107864,P1072,2,19.75,0.15
OI216076,O104642,P1044,1,383.34,0.0
OI216077,O120831,P1020,3,101.86,0.25
OI216078,O121487,P1159,3,94.31,0.1
OI216079,O118652,P1069,4,91.89,0.0
OI216081,O103472,P1113,3,189.03,0.0
OI216082,O117415,P1129,2,121.8,0.1
OI216083,O110786,P1043,1,224.52,0.0
OI216084,O117804,P1097,5,249.26,0.2
OI216085,O111005,P1102,1,296.54,0.0
OI216086,O114595,P1135,2,21.67,0.1
OI216087,O106584,P1121,1,214.51,0.1
OI216088,O100919,P1105,1,200.56,0.05
OI216090,O102027,P1158,3,31.13,0.2
OI216091,O116934,P1042,1,325.99,0.0
OI216092,O104719,P1124,1,273.62,0.25
OI216093,O102117,P1018,1,250.56,0.0
OI216094,O112788,P1015,1,329.51,0.05
OI216095,O106155,P1129,1,129.13,0.05
OI216096,O115004,P1160,2,250.42,0.05
OI216097,O112517,P1084,5,129.77,0.0
OI216098,O113794,P1109,1,226.17,0.1
OI216099,O118975,P1160,2,270.29,0.0
OI216100,O105296,P1027,2,103.13,0.1
OI216101,O113576,P1112,5,139.56,0.0
OI216102,O116317,P1139,5,259.15,0.15
OI216103,O103343,P1018,2,276.92,0.0
OI216104,O104658,P1062,2,206.98,0.1
OI216105,O111954,P1149,4,16.35,0.15
OI216106,O105134,P1022,5,80.97,0.0
OI216107,O103365,P1032,1,318.8,0.0
OI216108,O112412,P1135,3,22.01,0.0
OI216109,O107983,P1146,2,49.97,0.0
OI216110,O120644,P1013,1,171.08,0.1
OI216111,O103304,P1149,1,15.25,0.05
OI216112,O118208,P1039,1,323.87,0.25
OI216113,O100290,P1080,2,143.66,0.0
OI216114,O108849,P1017,4,51.58,0.0
OI216115,O105256,P1021,4,429.85,0.0
OI216116,O107535,P1013,2,172.02,0.2
OI216117,O119981,P1070,1,83.42,0.2
OI216118,O111176,P1028,4,125.37,0.0
OI216119,O116209,P1019,3,166.64,0.1
OI216120,O111385,P1115,1,75.2,0.0
OI216121,O111709,P1152,1,109.98,0.05
OI216122,O110604,P1163,5,68.64,0.25
OI216123,O116133,P1165,2,278.02,0.1
OI216124,O103228,P1136,1,58.83,0.2
OI216125,O107993,P1117,1,165.85,0.0
OI216126,O100576,P1089,1,30.26,0.0
OI216127,O119347,P1137,1,169.92,0.1
OI216128,O121820,P1017,2,52.61,0.05
OI216129,O118995,P1151,4,26.19,0.0
OI216130,O100111,P1006,3,275.19,0.05
OI216131,O103504,P1018,2,269.24,0.0
OI216132,O120837,P1140,2,128.68,0.1
OI216133,O108364,P1064,1,232.02,0.15
OI216134,O119437,P1066,1,184.41,0.05
OI216135,O101474,P1042,5,321.38,0.0
OI216136,O113216,P1105,2,192.49,0.2
OI216137,O116795,P1169,1,313.44,0.0
OI216138,O117316,P1001,3,50.24,0.15
OI216139,O100491,P1077,5,415.48,0.1
OI216140,O105967,P1015,3,342.39,0.1
OI216141,O119063,P1126,1,230.84,0.1
OI216142,O108470,P1108,2,204.47,0.15
OI216143,O108135,P1137,2,175.22,0.2
OI216144,O109618,P1063,1,174.95,0.25
OI216145,O113088,P1011,3,369.29,0.0
OI216146,O120708,P1062,1,193.65,0.05
OI216147,O103019,P1117,2,174.85,0.0
OI216148,O104174,P1178,5,90.02,0.0
OI216149,O105306,P1117,2,162.65,0.25
OI216150,O106598,P1113,1,190.52,0.1
OI216151,O104085,P1168,4,213.14,0.15
OI216152,O120758,P1062,3,194.13,0.15
OI216153,O117951,P1130,1,240.74,0.0
OI216154,O115810,P1112,4,131.36,0.0
OI216155,O113701,P1024,4,16.49,0.2
OI216156,O108563,P1161,5,95.09,0.15
OI216157,O121433,P1115,4,71.57,0.2
OI216159,O112351,P1133,1,125.53,0.1
OI216160,O114610,P1134,1,67.53,0.0
OI216161,O112860,P1116,1,12.91,0.25
OI216162,O111187,P1092,3,336.72,0.05
OI216163,O119273,P1118,2,170.13,0.05
OI216164,O119534,P1023,1,22.49,0.1
OI216165,O108884,P1131,2,26.2,0.05
OI216166,O104769,P1036,4,218.09,0.0
OI216167,O100499,P1152,1,116.27,0.0
OI216168,O114615,P1042,2,334.58,0.0
OI216169,O111396,P1177,1,25.4,0.0
OI216170,O103480,P1113,1,190.07,0.15
OI216171,O115861,P1131,1,25.74,0.0
OI216172,O105852,P1031,2,37.64,0.15
OI216173,O106879,P1124,1,264.29,0.0
OI216174,O102109,P1086,1,76.14,0.0
OI216175,O121361,P1052,1,175.92,0.0
OI216176,O106141,P1065,2,191.29,0.0
OI216177,O119281,P1076,1,242.78,0.2
OI216178,O104030,P1122,2,110.77,0.0
OI216179,O101427,P1139,3,276.21,0.2
OI216180,O121085,P1014,3,349.55,0.15
OI216181,O119247,P1113,1,201.89,0.1
OI216182,O103849,P1064,2,223.48,0.15
OI216183,O115720,P1093,4,210.74,0.0
OI216184,O117981,P1070,5,89.1,0.0
OI216185,O113595,P1070,5,80.56,0.0
OI216186,O106099,P1015,3,340.9,0.25
OI216187,O108476,P1046,1,263.93,0.0
OI216188,O109716,P1080,1,144.36,0.2
OI216189,O102553,P1075,5,289.29,0.0
OI216190,O103373,P1014,4,361.57,0.05
OI216191,O107853,P1091,1,158.14,0.0
OI216192,O121447,P1026,2,187.78,0.15
OI216193,O101375,P1159,5,92.97,0.0
OI216194,O120405,P1179,3,128.34,0.0
OI216195,O112816,P1059,4,319.71,0.0
OI216196,O105572,P1164,1,244.47,0.05
OI216197,O113795,P1153,1,169.17,0.2
OI216198,O100165,P1005,5,204.77,0.1
OI216199,O120826,P1114,5,13.82,0.0
OI216200,O103973,P1051,5,55.68,0.1
OI216201,O118407,P1110,1,249.36,0.1
OI216202,O120371,P1160,3,262.0,0.15
OI216203,O107298,P1093,1,205.78,0.0
OI216204,O118401,P1062,4,191.92,0.15
OI216205,O101629,P1008,3,16.4,0.0
OI216206,O110265,P1056,2,367.92,0.0
OI216207,O111490,P1156,1,370.95,0.05
OI216208,O119563,P1021,4,441.02,0.0
OI216209,O121948,P1033,1,86.34,0.0
OI216210,O108704,P1072,2,19.51,0.15
OI216211,O116285,P1163,2,73.95,0.1
OI216212,O112922,P1122,4,110.45,0.1
OI216213,O117884,P1118,1,173.72,0.05
OI216214,O108505,P1027,1,109.7,0.1
OI216215,O102747,P1136,3,61.68,0.0
OI216216,O102905,P1160,5,248.48,0.0
OI216217,O120532,P1037,5,76.59,0.1
OI216218,O121220,P1068,1,160.56,0.2
OI216219,O106054,P1176,5,188.28,0.0
OI216220,O109695,P1010,4,60.11,0.0
OI216221,O108603,P1100,1,256.35,0.0
OI216222,O100386,P1028,1,125.55,0.05
OI216223,O113586,P1074,2,163.54,0.1
OI216224,O110007,P1172,1,147.23,0.15
OI216225,O108538,P1175,4,243.3,0.0
OI216226,O115189,P1156,4,348.72,0.05
OI216227,O121895,P1140,3,121.96,0.0
OI216228,O108656,P1030,2,298.52,0.2
OI216229,O114541,P1109,1,214.95,0.0
OI216230,O112210,P1048,3,161.23,0.2
OI216231,O112091,P1112,1,127.89,0.2
OI216232,O109425,P1065,2,194.47,0.0
OI216233,O102758,P1070,2,82.09,0.1
OI216234,O103738,P1057,2,83.78,0.0
OI216235,O116932,P1178,1,83.5,0.15
OI216236,O103568,P1088,3,132.0,0.1
OI216237,O119746,P1058,1,229.21,0.0
OI216238,O109516,P1112,2,134.83,0.05
OI216239,O103074,P1091,3,164.25,0.0
OI216240,O100548,P1021,1,432.34,0.1
OI216241,O100266,P1087,5,258.8,0.1
OI216242,O109856,P1049,2,191.26,0.1
OI216243,O105266,P1064,2,216.88,0.0
OI216244,O105171,P1112,1,128.25,0.0
OI216245,O108475,P1173,5,212.54,0.1
OI216246,O100593,P1030,2,265.56,0.1
OI216247,O108137,P1099,1,219.26,0.05
OI216248,O121796,P1031,4,36.07,0.2
OI216249,O118578,P1017,3,55.61,0.15
OI216250,O116116,P1089,3,32.2,0.05
OI216251,O117723,P1023,0,23.08,0.1
OI216252,O101931,P1081,2,351.29,0.2
OI216253,O118218,P1166,1,98.94,0.05
OI216254,O120662,P1001,2,54.8,0.1
OI216255,O108676,P1122,5,102.88,0.0
OI216256,O115402,P1177,3,25.44,0.2
OI216257,O110200,P1075,3,280.18,0.0
OI216258,O118939,P1022,1,76.44,0.0
OI216259,O103311,P1065,1,191.89,0.0
OI216260,O100347,P1067,1,400.08,0.1
OI216261,O100519,P1169,2,316.18,0.0
OI216262,O112502,P1007,1,147.82,0.05
OI216263,O113579,P1091,2,163.14,0.1
OI216264,O111711,P1115,1,73.46,0.15
OI216265,O103160,P1136,2,59.72,0.0
OI216266,O113128,P1174,5,202.13,0.15
OI216267,O111245,P1057,3,87.68,0.1
OI216268,O106815,P1171,4,339.59,0.0
OI216269,O106245,P1163,1,72.28,0.0
OI216270,O116167,P1042,5,308.54,0.0
OI216271,O109131,P1097,2,252.45,0.15
OI216272,O112197,P1023,4,21.61,0.0
OI216273,O111095,P1083,4,112.15,0.05
OI216274,O101840,P1006,4,261.39,0.0
OI216275,O109190,P1049,1,200.02,0.0
OI216276,O119159,P1173,1,225.42,0.25
OI216277,O108654,P1128,2,313.02,0.2
OI216278,O109015,P1026,3,184.27,0.05
OI216279,O107675,P1097,1,276.39,0.0
OI216280,O108611,P1045,2,147.13,0.0
OI216281,O102510,P1090,2,434.84,0.15
OI216282,O116044,P1079,2,405.87,0.05
OI216283,O121287,P1038,2,43.37,0.0
OI216284,O119115,P1077,1,412.4,0.2
OI216285,O103734,P1121,1,217.71,0.05
OI216286,O109681,P1016,2,112.83,0.1
OI216287,O121768,P1132,2,198.64,0.0
OI216288,O103285,P1112,1,136.38,0.05
OI216289,O109249,P1146,4,53.09,0.0
OI216290,O102874,P1177,2,23.93,0.05
OI216291,O102421,P1105,3,196.87,0.0
OI216292,O107914,P1133,1,125.93,0.05
OI216293,O105970,P1088,5,130.16,0.15
OI216294,O113019,P1127,4,401.08,0.1
OI216295,O117737,P1036,2,223.82,0.15
OI216296,O118587,P1063,4,175.92,0.0
OI216297,O103594,P1161,4,96.5,0.0
OI216298,O110255,P1126,5,239.16,0.1
OI216299,O106678,P1068,1,157.03,0.1
OI216300,O105834,P1147,5,222.85,0.05
OI216301,O109890,P1149,5,16.35,0.15
OI216302,O107757,P1005,1,218.5,0.15
OI216303,O103226,P1007,1,145.15,0.05
OI216304,O114252,P1028,2,133.72,0.0
OI216305,O116128,P1053,1,296.92,0.0
OI216306,O119994,P1087,4,246.56,0.0
OI216307,O106188,P1022,1,83.29,0.0
OI216308,O114513,P1147,3,218.14,0.1
OI216309,O109080,P1010,1,54.96,0.0
OI216310,O104517,P1013,4,182.95,0.15
OI216311,O104474,P1038,3,42.16,0.1
OI216312,O109226,P1028,1,122.62,0.05
OI216313,O111001,P1139,5,275.91,0.2
OI216314,O110101,P1151,4,26.77,0.05
OI216315,O115598,P1118,1,178.69,0.05
OI216316,O121322,P1071,1,14.62,0.05
OI216317,O112228,P1177,-1,25.73,0.05
OI216318,O112932,P1162,2,93.0,0.0
OI216319,O104365,P1160,1,260.91,0.05
OI216320,O106903,P1104,1,437.67,0.1
OI216321,O112960,P1163,1,70.12,0.25
OI216322,O103891,P1058,1,226.51,0.2
OI216323,O120009,P1106,2,21.36,0.0
OI216324,O115661,P1168,1,199.34,0.05
OI216325,O103998,P1116,4,11.82,0.0
OI216326,O116444,P1010,2,60.59,0.05
OI216327,O119019,P1174,4,188.6,0.0
OI216328,O112011,P1039,1,319.99,0.1
OI216329,O104006,P1100,1,263.31,0.05
OI216330,O121559,P1054,1,94.05,0.05
OI216331,O118511,P1009,2,298.94,0.0
OI216332,O118334,P1137,2,158.86,0.05
OI216333,O101774,P1168,2,199.47,0.1
OI216334,O114420,P1158,2,34.68,0.1
OI216335,O118668,P1007,1,151.39,0.0
OI216336,O113886,P1109,1,205.53,0.05
OI216337,O118389,P1173,4,215.47,0.0
OI216338,O121482,P1068,5,154.68,0.0
OI216339,O120761,P1149,1,15.35,0.0
OI216340,O107156,P1082,2,324.64,0.0
OI216341,O117274,P1034,2,429.04,0.05
OI216342,O111134,P1133,1,116.89,0.2
OI216343,O113388,P1145,1,201.94,0.0
OI216344,O117099,P1035,2,87.17,0.05
OI216345,O116740,P1097,5,258.69,0.05
OI216346,O113068,P1160,1,240.56,0.05
OI216347,O115689,P1068,2,146.66,0.0
OI216348,O109607,P1011,1,356.19,0.25
OI216349,O119700,P1077,1,416.58,0.1
OI216350,O105598,P1108,2,197.74,0.0
OI216351,O112780,P1133,2,130.01,0.05
OI216352,O119230,P1105,1,204.78,0.0
OI216353,O111072,P1080,1,135.38,0.15
OI216354,O100631,P1015,5,345.63,0.0
OI216355,O108703,P1094,4,149.8,0.0
OI216356,O121675,P1116,1,12.02,0.0
OI216357,O113776,P1107,1,365.08,0.05
OI216358,O107224,P1090,5,455.77,0.15
OI216359,O100853,P1134,4,65.15,0.0
OI216360,O116030,P1087,1,250.18,0.1
OI216361,O105488,P1019,1,161.34,0.0
OI216362,O106044,P1091,1,152.58,0.0
OI216363,O116651,P1115,1,71.82,0.1
OI216364,O104740,P1104,5,458.74,0.1
OI216365,O119153,P1073,1,297.2,0.25
OI216366,O117145,P1016,1,106.87,0.15
OI216367,O112697,P1118,2,182.71,0.1
OI216368,O100454,P1118,1,179.6,0.0
OI216369,O103844,P1149,2,16.11,0.15
OI216370,O100968,P1101,1,314.47,0.1
OI216371,O108916,P1126,2,227.82,0.1
OI216372,O116116,P1061,1,460.63,0.15
OI216373,O103822,P1129,3,123.8,0.0
OI216375,O119093,P1140,2,135.66,0.05
OI216376,O118072,P1042,1,331.32,0.0
OI216377,O100001,P1111,1,72.67,0.0
OI216378,O116460,P1064,4,219.72,0.25
OI216379,O108032,P1101,1,283.96,0.0
OI216380,O102814,P1005,4,205.46,0.05
OI216381,O103763,P1069,5,92.52,0.25
OI216382,O102833,P1164,1,225.57,0.1
OI216383,O100010,P1009,5,315.61,0.2
OI216384,O117959,P1084,4,127.18,0.1
OI216385,O104366,P1121,1,209.1,0.0
OI216386,O107588,P1071,2,15.53,0.1
OI216388,O108248,P1000,1,29.59,0.05
OI216389,O102403,P1112,5,139.88,0.0
OI216390,O110620,P1078,2,189.73,0.1
OI216391,O120172,P1132,1,175.43,0.0
OI216392,O105660,P1095,1,189.48,0.0
OI216393,O106230,P1018,5,245.5,0.0
OI216394,O102601,P1067,2,385.73,0.0
OI216395,O113186,P1098,3,104.69,0.1
OI216396,O112949,P1027,2,110.93,0.05
OI216397,O110426,P1036,1,242.25,0.0
OI216398,O120040,P1008,1,16.91,0.1
OI216399,O108751,P1154,1,228.95,0.0
OI216400,O115276,P1115,1,72.31,0.0
OI216401,O121212,P1003,1,253.12,0.1
OI216402,O120181,P1027,4,109.22,0.05
OI216403,O100835,P1149,5,17.14,0.0
OI216404,O113663,P1113,3,178.0,0.1
OI216405,O121724,P1017,1,54.86,0.0
OI216406,O115373,P1012,3,157.56,0.0
OI216407,O113065,P1106,4,22.94,0.0
OI216408,O104574,P1002,3,208.67,0.2
OI216409,O102154,P1045,3,130.82,0.0
OI216410,O119468,P1147,2,232.63,0.1
OI216411,O105566,P1010,2,57.86,0.0
OI216412,O112273,P1104,1,422.89,0.0
OI216413,O104547,P1114,2,13.69,0.0
OI216414,O112605,P1100,2,265.95,0.1
OI216415,O104757,P1008,2,16.1,0.1
OI216416,O118093,P1118,2,165.1,0.0
OI216417,O119908,P1033,5,82.7,0.05
OI216418,O106097,P1066,3,177.76,0.0
OI216419,O112926,P1135,1,20.18,0.0
OI216420,O111394,P1076,2,239.96,0.1
OI216421,O118868,P1165,1,294.87,0.1
OI216422,O120789,P1112,2,134.94,0.0
OI216423,O115948,P1162,3,87.95,0.15
OI216424,O117774,P1033,4,87.04,0.05
OI216425,O112000,P1132,2,196.86,0.0
OI216426,O103096,P1072,1,18.25,0.1
OI216427,O110095,P1019,2,173.97,0.1
OI216428,O107674,P1147,4,221.83,0.0
OI216429,O112237,P1156,3,368.62,0.05
OI216430,O105899,P1109,1,213.45,0.05
OI216431,O113831,P1172,1,152.97,0.15
OI216432,O104149,P1094,4,152.78,0.2
OI216433,O110643,P1014,5,341.68,0.1
OI216434,O102875,P1077,1,374.16,0.25
OI216435,O108771,P1014,1,362.42,0.0
OI216436,O114435,P1071,5,15.5,0.05
OI216437,O101139,P1007,2,147.09,0.0
OI216439,O102361,P1174,3,188.84,0.2
OI216440,O106939,P1079,5,388.77,0.0
OI216441,O102513,P1072,1,20.16,0.05
OI216442,O109193,P1157,5,168.19,0.2
OI216443,O102560,P1036,4,234.2,0.1
OI216444,O112211,P1100,1,275.78,0.0
OI216445,O101208,P1062,1,196.8,0.1
OI216446,O110799,P1063,3,188.27,0.0
OI216447,O120837,P1083,2,113.29,0.1
OI216448,O111026,P1002,5,227.19,0.25
OI216449,O111080,P1033,2,77.35,0.1
OI216450,O101757,P1070,1,83.66,0.0
OI216451,O113857,P1002,3,211.98,0.0
OI216452,O112094,P1019,1,173.66,0.0
OI216453,O121988,P1136,2,60.65,0.2
OI216454,O121470,P1072,1,19.52,0.0
OI216455,O110536,P1166,1,101.14,0.0
OI216456,O111215,P1036,5,223.88,0.0
OI216457,O114376,P1077,3,395.33,0.0
OI216458,O102361,P1112,1,134.39,0.15
OI216459,O105549,P1066,1,194.23,0.0
OI216460,O119728,P1095,2,210.68,0.25
OI216461,O120743,P1152,1,104.38,0.25
OI216462,O101138,P1063,1,177.28,0.1
OI216463,O100519,P1004,1,140.08,0.1
OI216464,O111169,P1162,1,97.73,0.05
OI216465,O109663,P1081,1,369.59,0.15
OI216466,O116651,P1084,3,134.79,0.1
OI216467,O117617,P1084,2,140.67,0.0
OI216468,O109379,P1016,5,111.36,0.0
OI216469,O114879,P1137,2,156.7,0.1
OI216470,O104665,P1066,2,184.31,0.25
OI216471,O118845,P1130,5,234.13,0.0
OI216472,O118068,P1052,5,192.54,0.0
OI216473,O104873,P1067,5,392.79,0.05
OI216474,O117489,P1152,5,105.32,0.0
OI216475,O112436,P1057,2,82.57,0.0
OI216476,O110526,P1170,2,177.18,0.0
OI216477,O100866,P1057,5,80.1,0.1
OI216478,O103138,P1117,2,168.71,0.0
OI216479,O101491,P1146,1,47.68,0.05
OI216480,O105692,P1066,2,188.61,0.2
OI216481,O112452,P1082,5,323.18,0.15
OI216482,O108578,P1030,2,289.04,0.1
OI216483,O114944,P1117,2,170.85,0.0
OI216484,O108926,P1007,2,142.11,0.1
OI216485,O111211,P1094,4,148.91,0.0
OI216486,O118178,P1033,2,76.92,0.05
OI216487,O105636,P1063,2,176.62,0.0
OI216488,O110406,P1168,2,202.49,0.1
OI216489,O110321,P1071,2,16.26,0.25
OI216490,O113588,P1154,2,233.14,0.25
OI216491,O118178,P1020,1,91.35,0.05
OI216492,O121935,P1092,1,355.81,0.05
OI216493,O101002,P1039,2,308.23,0.25
OI216494,O113615,P1010,1,58.23,0.0
OI216495,O102608,P1120,1,268.95,0.05
OI216496,O112370,P1075,2,299.32,0.25
OI216497,O106998,P1051,4,57.75,0.2
OI216498,O110451,P1164,4,227.13,0.0
OI216499,O112634,P1088,1,122.33,0.0
OI216500,O116858,P1108,2,217.42,0.15
OI216501,O117406,P1082,2,341.25,0.15
OI216502,O119584,P1048,1,146.55,0.2
OI216503,O106508,P1158,2,31.8,0.2
OI216504,O104998,P1164,2,247.78,0.0
OI216505,O114352,P1064,4,241.26,0.0
OI216506,O105929,P1122,2,104.45,0.0
OI216507,O102974,P1159,1,100.03,0.05
OI216508,O100996,P1081,1,341.94,0.1
OI216509,O119084,P1054,1,97.72,0.0
OI216510,O109866,P1076,4,258.0,0.0
OI216511,O112955,P1134,1,63.31,0.0
OI216512,O105895,P1037,5,75.96,0.0
OI216513,O105006,P1142,5,399.68,0.0
OI216514,O110577,P1030,2,277.11,0.1
OI216515,O120803,P1124,1,259.04,0.05
OI216516,O118950,P1018,1,256.62,0.0
OI216517,O108127,P1173,5,227.26,0.0
OI216518,O111453,P1116,1,12.14,0.05
OI216519,O102292,P1041,2,118.5,0.0
OI216520,O114743,P1074,4,168.64,0.0
