order_id,customer_id,order_date,payment_method,sales_channel,order_status,shipping_city,shipping_fee
O111741,C10820,2025-05-04 00:00:00,"""Card""",Website,Completed,KAPaN,0.0
O111742,C10887,2025-12-31 00:00:00,'card',Mobile App,Shipped,Vanadzor,0.0
O111743,C11919,2025-05-31 00:00:00,  Bank Transfer  ,Mobile App,Shipped,dilijan,0.0
O111744,C11328,2025-03-02 00:00:00,PAYPAL,Social Media,Shipped,Vanadzor,2.5
O111745,C12224,2025-06-22 00:00:00,card,Website,Completed,Armavir,8.5
O111746,C12242,2025-06-22 00:00:00,card,Website,Completed,Abovyan,0.0
O111747,C13084,2025-10-30 00:00:00,CaRD,Website,Pending,Gym,6.0
O111748,C10875,2025-11-08 00:00:00,"""""Card""""",Marketplace,Completed,Etch.,8.5
O111749,C10165,2025-11-12 00:00:00,Cash,Website,Completed,"""""hrAZdAn""""",8.5
O111750,C11173,2025-02-25 00:00:00,'card',Marketplace,Cancelled,Kapan,4.5
O111751,C13412,2025-01-24 00:00:00,Card,Website,Cancelled,Gyumri,4.5
O111752,C10556,2025-02-07 00:00:00,#Card,Website,Shipped,Hrazdan,8.5
O111753,C11197,2025-07-01 00:00:00,card,Website,Pending,'hrazdan',0.0
O111754,C12214,2025-08-18 00:00:00,Card,Social Media,Completed,  VANADZOR  ,8.5
O111755,C10708,2025-07-29 00:00:00,casH.,Website,Completed,Armavir,0.0
O111756,C10717,2025-11-19 00:00:00,Apple Pay.,Website,Completed,Kapan,8.5
O111757,C11603,2025-08-19 00:00:00,CARD,Website,Completed,"""Artashat""",8.5
O111758,C12144,2025-08-12 00:00:00,bank transfer,Social Media,Completed,Dilijan.,0.0
O111759,C12726,2025-05-29 00:00:00,PayPal,Mobile App,Shipped,etchmiadzin,2.5
O111760,C12451,2025-09-02 00:00:00,card,Social Media,Pending,Hrazdan,4.5
O111761,C11100,2025-12-25 00:00:00,Card.,Website,Shipped,HRAZDAN,0.0
O111762,C12019,2025-03-10 00:00:00,Card,Website,Completed,  Etchmiadzin  ,2.5
O111763,C11260,2025-04-04 00:00:00,Bank Transfer,Website,Cancelled,yerevan,0.0
O111764,C10290,2025-10-29 00:00:00,Cash,Mobile App,Cancelled,Kapan,2.5
O111765,C12183,2025-09-18 00:00:00,CARD,Website,Pending,GYUMRI,0.0
O111766,C12936,2025-02-12 00:00:00,"""""PayPal""""",Mobile App,Cancelled,VANadzOr,8.5
O111767,C12928,2025-03-19 00:00:00,BANK TRANSFER.,Website,Completed,Hrazdan,8.5
O111768,C12414,2025-01-04 00:00:00,CarD,Mobile App,Completed,Armavir,8.5
O111769,C12595,2025-10-31 00:00:00,Bank Transfer,Website,Completed,'Artashat',2.5
O111770,C12949,2025-10-31 00:00:00,card,Mobile App,Cancelled,artashat,0.0
O111771,C12295,2025-07-09 00:00:00,Bank Transfer,Mobile App,Completed,Yerevan,0.0
O111772,C12813,2025-12-12 00:00:00,Card,Website,Completed,Gyumri City,4.5
O111773,C11237,2025-11-29 00:00:00,"Bank Transfer,",Social Media,Completed,Hrazdan,4.5
O111774,C12117,2025-08-21 00:00:00,  Card  ,Marketplace,Cancelled,Vandz.,0.0
O111775,C10745,2025-07-14 00:00:00,Cash,Website,Pending,Etch.,0.0
O111776,C13043,2025-06-14 00:00:00,Card,Mobile App,Cancelled,  VNZ  ,0.0
O111777,C12376,2025-08-13 00:00:00,Bank Transfer,Website,Completed,Vanadzor,4.5
O111778,C13087,2025-04-01 00:00:00,Card.,Website,Completed,DILIJAn,0.0
O111779,C11197,2025-09-18 00:00:00,Card,Website,Completed,Hrazdan,0.0
O111780,C10698,2025-10-29 00:00:00,"""""Card""""",Website,Shipped,Dilijan.,0.0
O111781,C12853,2025-05-24 00:00:00,Card,Marketplace,Pending,  Kapan  ,6.0
O111782,C12321,2025-02-19 00:00:00,Bank Transfer,Website,Cancelled,  KAPAN  ,0.0
O111783,C10523,2025-04-29 00:00:00,"""""Apple Pay""""",Website,Pending,'Armavir',4.5
O111784,C11845,2025-06-02 00:00:00,PayPal,Mobile App,Shipped,gyumri,0.0
O111785,C12266,2025-09-10 00:00:00,"""PayPal""",Mobile App,Completed,Hrazdan,6.0
O111786,C11023,2025-06-24 00:00:00,Card,Website,Completed,Gyumri,6.0
O111787,C12560,2025-01-25 00:00:00,Card,Mobile App,Cancelled,EtChMiAdZiN,4.5
O111788,C13470,2025-10-16 00:00:00,Cash.,Website,Completed,hrazdan,2.5
O111789,C13182,2025-09-23 00:00:00,Apple Pay,Mobile App,Completed,Dilijan,6.0
O111790,C12010,2025-09-26 00:00:00,"""""Bank Transfer""""",Website,Completed,YereVan,2.5
O111791,C10463,2025-10-24 00:00:00,CArD,Marketplace,Completed,'Armavir',0.0
O111792,C11664,2025-09-18 00:00:00,Card,Website,Completed,Kapan,0.0
O111793,C13164,2025-08-07 00:00:00,cARd,Marketplace,Pending,Dilijan,2.5
O111794,C10450,2025-05-27 00:00:00,Card,Mobile App,Completed,Dilijan,0.0
O111795,C11419,2025-06-15 00:00:00,Bank Transfer,Marketplace,Shipped,  yerevan city  ,8.5
O111796,C11915,2025-07-16 00:00:00,Card,Marketplace,Completed,yerevan,4.5
O111797,C10923,2025-06-13 00:00:00,"""""PayPal""""",Website,Completed,YEREVAN,0.0
O111798,C12980,2025-04-02 00:00:00,Apple Pay,Website,Completed,Abovyan,0.0
O111799,C12526,2025-03-15 00:00:00,PayPal,Mobile App,Completed,KAPAN,6.0
O111800,C10315,2025-01-22 00:00:00,PayPal,Website,Pending,Armavir,0.0
O111801,C10670,2025-04-18 00:00:00,card,Website,Pending,Artashat,0.0
O111802,C10697,2025-08-09 00:00:00,Apple Pay.,Marketplace,Completed,Armavir,0.0
O111803,C10992,2025-09-23 00:00:00,Card,Website,Completed,abOvyAn,0.0
O111804,C11376,2025-05-23 00:00:00,'pAyPAL',Website,Completed,Vanadzor,0.0
O111805,C12815,2025-10-22 00:00:00,carD,Mobile App,Completed,Kapan,0.0
O111806,C11262,2025-11-12 00:00:00,CaRD,Marketplace,Completed,Etch.,2.5
O111807,C11127,2025-06-10 00:00:00,#Card,Marketplace,Completed,  Dilijan  ,4.5
O111808,C10906,2025-02-20 00:00:00,Card,Mobile App,Pending,Dilijan,4.5
O111809,C12925,2025-06-27 00:00:00,Apple Pay,Website,Completed,  yerevan  ,0.0
O111810,C11052,2025-05-26 00:00:00,PayPal,Mobile App,Completed,HRAZDAN,0.0
O111811,C10088,2025-03-26 00:00:00,cash,Mobile App,Completed,Etchmiadzin.,2.5
O111812,C12422,2025-03-02 00:00:00,  Cash  ,Website,Pending,abovyan,4.5
O111813,C13468,2025-05-28 00:00:00,"""Bank Transfer""",Marketplace,Pending,Dilijan,0.0
O111814,C11586,2025-05-21 00:00:00,CARD,Website,Pending,Yerevan,0.0
O111815,C10363,2025-09-07 00:00:00,"""""PayPal""""",Website,Shipped,abovyan,0.0
O111816,C12194,2025-08-13 00:00:00,"""Cash""",Website,Cancelled,Abovyan,8.5
O111817,C10313,2025-04-25 00:00:00,"""""Bank Transfer""""",Marketplace,Completed,GMR,4.5
O111818,C10547,2025-03-28 00:00:00,Apple Pay,Website,Completed,DILIJAN,4.5
O111819,C10795,2025-05-28 00:00:00,Card,Website,Cancelled,Armavir,2.5
O111820,C12946,2025-05-13 00:00:00,Card.,Marketplace,Completed,Artashat,8.5
O111821,C11529,2025-11-07 00:00:00,PayPal,Website,Cancelled,HrAZDAn,6.0
O111822,C11509,2025-02-24 00:00:00,"""""PayPal""""",Website,Completed,Abovyan,0.0
O111823,C12148,2025-04-29 00:00:00,Apple Pay,Website,Cancelled,abovyan,6.0
O111824,C10106,2025-12-08 00:00:00,Cash,Website,Pending,HRaZdAN,0.0
O111825,C10856,2025-05-23 00:00:00,Card,Website,Cancelled,Armavir,0.0
O111826,C12984,2025-03-14 00:00:00,"""""Card""""",Mobile App,Shipped,gyumri,4.5
O111827,C10290,2025-02-19 00:00:00,#Card,Website,Completed,ABOVYAN,0.0
O111828,C11372,2025-04-16 00:00:00,Bank Transfer,Mobile App,Completed,#Abovyan,8.5
O111829,C10616,2025-10-10 00:00:00,Card,Social Media,Shipped,yerevan city,8.5
O111830,C11756,2025-09-18 00:00:00,Bank Transfer,Marketplace,Shipped,hrazdan,2.5
O111831,C12635,2025-03-28 00:00:00,PayPal,Mobile App,Completed,Hrazdan,0.0
O111832,C11250,2025-01-15 00:00:00,Apple Pay,Social Media,Cancelled,"Armavir,",0.0
O111833,C12643,2025-11-03 00:00:00,cARd,Social Media,Completed,Hrazdan,4.5
O111834,C10976,2025-01-21 00:00:00,"""""cARd""""",Mobile App,Completed,#Artashat,8.5
O111835,C12036,2025-10-04 00:00:00,"PayPal,",Website,Completed,Gyumri,8.5
O111836,C11611,2025-10-03 00:00:00,Cash,Marketplace,Completed,Artashat,0.0
O111837,C11790,2025-04-10 00:00:00,'PayPal',Marketplace,Pending,ETCHMIADZIN,0.0
O111838,C13121,2025-01-04 00:00:00,paypAl,Website,Pending,kapan,2.5
O111839,C10867,2025-09-08 00:00:00,#caRD,Social Media,Pending,"ABOVYAN,",4.5
O111840,C13017,2025-01-14 00:00:00,Card,Website,Cancelled,Kapan,4.5
O111841,C12769,2025-07-09 00:00:00,CARD,Website,Completed,Etchmiadzin,0.0
O111842,C10157,2025-04-15 00:00:00,Bank Transfer,Website,Completed,"""""Abovyan""""",0.0
O111843,C10327,2025-05-25 00:00:00,Card,Website,Completed,AboVyAn,0.0
O111844,C13148,2025-10-20 00:00:00,paypal,Mobile App,Completed,Dilijan,0.0
O111845,C12782,2025-08-07 00:00:00,PayPal,Mobile App,Shipped,"""""Dilijan""""",2.5
O111846,C12680,2025-08-16 00:00:00,"Card,",Website,Pending,yev.,0.0
O111847,C11477,2025-09-24 00:00:00,Apple Pay,Website,Completed,Hrazdan,2.5
O111848,C13381,2025-03-06 00:00:00,Bank Transfer,Mobile App,Completed,"""ABOVYAN""",8.5
O111849,C12374,2025-08-21 00:00:00,PayPal,Website,Shipped,aBovyan,4.5
O111850,C12555,2025-06-01 00:00:00,card,Social Media,Completed,"Hrazdan,",0.0
O111851,C10869,2025-02-26 00:00:00,"""Card""",Mobile App,Completed,  Artashat  ,8.5
O111852,C11130,2025-12-28 00:00:00,Card,Mobile App,Completed,Armavir,6.0
O111853,C10240,2025-03-03 00:00:00,Card,Website,Pending,  Kapan  ,2.5
O111854,C12482,2025-08-16 00:00:00,"""Card""",Social Media,Completed,Vanadzor,2.5
O111855,C13099,2025-08-10 00:00:00,PayPal,Website,Completed,"""Hrazdan""",0.0
O111856,C12751,2025-09-10 00:00:00,"""""cArD""""",Website,Completed,KAPAN,2.5
O111857,C13320,2025-05-15 00:00:00,apple pay,Marketplace,Shipped,Gym,0.0
O111858,C11387,2025-02-14 00:00:00,'Cash',Mobile App,Completed,GMR,2.5
O111859,C11748,2025-03-12 00:00:00,Card,Website,Cancelled,Hrazdan,0.0
O111860,C11556,2025-05-23 00:00:00,Cash,Mobile App,Cancelled,Artashat,0.0
O111861,C11690,2025-12-09 00:00:00,apple pay,Mobile App,Completed,diLIJan,6.0
O111862,C11562,2025-03-01 00:00:00,Cash,Mobile App,Cancelled,  vANdZ.  ,8.5
O111863,C12636,2025-07-01 00:00:00,Card,Mobile App,Cancelled,yeRevaN,4.5
O111864,C10412,2025-02-10 00:00:00,"""""Apple Pay""""",Social Media,Cancelled,Kapan,2.5
O111865,C11958,2025-04-24 00:00:00,CARD,Social Media,Pending,#Artashat,0.0
O111866,C10568,2025-02-08 00:00:00,BANK TRANSFER,Social Media,Pending,ETChMIAdZiN,4.5
O111867,C11654,2025-06-17 00:00:00,Cash,Mobile App,Shipped,Etchmiadzin,0.0
O111868,C13236,2025-03-22 00:00:00,CARD,Website,Completed,abovyan,2.5
O111869,C13036,2025-09-17 00:00:00,#CARD,Mobile App,Cancelled,"Armavir,",8.5
O111870,C11599,2025-06-21 00:00:00,Apple Pay,Mobile App,Completed,gyumrI,4.5
O111871,C13119,2025-05-22 00:00:00,PayPal,Website,Pending,Etchmiadzin,0.0
O111872,C12531,2025-08-21 00:00:00,Cash,Mobile App,Completed,DIlIjAn,8.5
O111873,C13229,2025-11-19 00:00:00,Card,Mobile App,Shipped,Kapan.,6.0
O111874,C12715,2025-09-20 00:00:00,"""Card""",Marketplace,Shipped,Gyumri.,4.5
O111875,C10150,2025-12-11 00:00:00,CaRD.,Website,Cancelled,'Hrazdan',4.5
O111876,C12272,2025-02-07 00:00:00,Cash,Mobile App,Completed,"""Abovyan""",4.5
O111877,C11283,2025-12-28 00:00:00,Card,Website,Completed,Yerevan,6.0
O111878,C13458,2025-12-19 00:00:00,CARD,Website,Completed,Etchmiadzin,8.5
O111879,C10255,2025-06-11 00:00:00,#Card,Website,Completed,ARTASHAT,0.0
O111880,C12108,2025-01-20 00:00:00,Bank Transfer,Website,Shipped,HRAZDAN,2.5
O111881,C11795,2025-08-10 00:00:00,PAYPAL,Website,Cancelled,Abovyan,0.0
O111882,C12443,2025-02-21 00:00:00,#cash,Website,Completed,Gyumri,6.0
O111883,C11420,2025-12-28 00:00:00,Bank Transfer,Social Media,Completed,arMAvIr,8.5
O111884,C11185,2025-09-24 00:00:00,Card,Website,Cancelled,ARTASHAT,2.5
O111885,C12427,2025-06-12 00:00:00,cash,Marketplace,Completed,ETCHMIADZIN,6.0
O111886,C10348,2025-04-08 00:00:00,Bank Transfer,Marketplace,Pending,Vagharshapat,4.5
O111887,C12078,2025-10-13 00:00:00,Bank Transfer,Website,Completed,Vagharshapat,0.0
O111888,C12118,2025-12-05 00:00:00,CARD,Website,Shipped,Gyumri,0.0
O111889,C10396,2025-11-17 00:00:00,CaSH,Mobile App,Cancelled,Hrazdan,4.5
O111890,C12049,2025-01-19 00:00:00,"""""Apple Pay""""",Website,Cancelled,"""""Kapan""""",0.0
O111891,C12976,2025-11-21 00:00:00,Bank Transfer,Website,Completed,Armavir,0.0
O111892,C12609,2025-11-18 00:00:00,BANK trAnSfeR,Mobile App,Completed,  Armavir  ,0.0
O111893,C11158,2025-01-05 00:00:00,PayPal,Website,Shipped,hrazDaN,0.0
O111894,C10145,2025-05-06 00:00:00,Card,Mobile App,Shipped,Hrazdan.,0.0
O111895,C12226,2025-03-12 00:00:00,Cash,Mobile App,Pending,"""""ETCH.""""",0.0
O111896,C10263,2025-10-28 00:00:00,apple pay.,Marketplace,Completed,Abovyan,0.0
O111897,C11334,2025-07-12 00:00:00,"""""Card""""",Website,Completed,#ArMavIR,0.0
O111898,C10203,2025-04-23 00:00:00,Card,Website,Completed,Kapan,0.0
O111899,C11834,2025-12-11 00:00:00,BANK TRANSFER,Mobile App,Completed,Gyumri,6.0
O111900,C12746,2025-04-11 00:00:00,Card,Marketplace,Pending,#ETCH.,2.5
O111901,C13101,2025-05-16 00:00:00,Cash,Marketplace,Completed,Etchmiadzin,0.0
O111902,C12106,2025-08-29 00:00:00,CARD,Mobile App,Pending,#aBOVyAn,2.5
O111903,C13080,2025-03-19 00:00:00,cash.,Mobile App,Completed,"""ETCHMIADZIN""",8.5
O111904,C10987,2025-09-06 00:00:00,Bank Transfer.,Mobile App,Shipped,Dilijan,8.5
O111905,C11347,2025-04-06 00:00:00,card.,Website,Shipped,Artashat,2.5
O111906,C12214,2025-09-12 00:00:00,Card,Mobile App,Completed,DIlIJAN,0.0
O111907,C11360,2025-05-25 00:00:00,'Card',Website,Shipped,Artashat,4.5
O111908,C12954,2025-03-09 00:00:00,Card,Website,Cancelled,Yerevan,6.0
O111909,C13450,2025-04-12 00:00:00,CasH,Marketplace,Pending,Kapan,6.0
O111910,C12945,2025-11-22 00:00:00,CARD.,Marketplace,Shipped,"""""abOVYaN""""",0.0
O111911,C12838,2025-02-15 00:00:00,PaYPAL,Website,Completed,GMR,8.5
O111912,C11726,2025-09-22 00:00:00,"""""Bank Transfer""""",Social Media,Completed,armavir,0.0
O111913,C12289,2025-04-20 00:00:00,Card,Website,Completed,  Dilijan  ,0.0
O111914,C11980,2025-01-02 00:00:00,Card,Website,Completed,Vandz.,8.5
O111915,C11689,2025-08-11 00:00:00,cArD,Social Media,Pending,GYM,0.0
O111916,C10907,2025-02-04 00:00:00,Cash,Website,Completed,Artashat,0.0
O111917,C11183,2025-09-09 00:00:00,"card,",Marketplace,Cancelled,Hrazdan,4.5
O111918,C12824,2025-10-13 00:00:00,Card,Website,Shipped,armavir,0.0
O111919,C11258,2025-11-09 00:00:00,card,Marketplace,Shipped,"""""Armavir""""",0.0
O111920,C11476,2025-04-17 00:00:00,apple Pay,Marketplace,Completed,"abovyan,",0.0
O111921,C10198,2025-12-30 00:00:00,Bank Transfer,Mobile App,Completed,vnz,4.5
O111922,C11500,2025-04-02 00:00:00,PayPal,Mobile App,Completed,"""Vagharshapat""",0.0
O111923,C11056,2025-01-20 00:00:00,Card,Social Media,Completed,#kapan,4.5
O111924,C12455,2025-08-03 00:00:00,Card,Website,Completed,Kapan,0.0
O111925,C11112,2025-12-19 00:00:00,Card,Website,Completed,"""HRAZDAN""",4.5
O111926,C12268,2025-05-15 00:00:00,ApplE PaY,Mobile App,Shipped,  Kapan  ,4.5
O111927,C13140,2025-11-11 00:00:00,Card,Website,Shipped,gyumri,0.0
O111928,C13365,2025-07-14 00:00:00,"""Card""",Social Media,Completed,artashat,6.0
O111929,C11260,2025-11-20 00:00:00,Card,Website,Completed,Vanadzor,2.5
O111930,C11183,2025-10-26 00:00:00,Bank Transfer,Website,Shipped,"""Yerevan""",0.0
O111931,C11855,2025-05-01 00:00:00,Card,Mobile App,Cancelled,#Vandz.,2.5
O111932,C12887,2025-11-23 00:00:00,Cash,Website,Completed,Hrazdan,0.0
O111933,C12835,2025-06-28 00:00:00,aPPlE pAY,Website,Completed,yerevan,0.0
O111934,C11313,2025-09-05 00:00:00,CARD,Website,Completed,Etchmiadzin,0.0
O111935,C11902,2025-09-29 00:00:00,Cash,Marketplace,Shipped,Yerevan,6.0
O111936,C12601,2025-12-03 00:00:00,'Cash',Mobile App,Cancelled,  dilijan  ,8.5
O111937,C10577,2025-04-03 00:00:00,PAYPAL.,Website,Pending,Etchmiadzin,0.0
O111938,C12580,2025-06-03 00:00:00,Card,Mobile App,Cancelled,dilijan,0.0
O111939,C10334,2025-04-29 00:00:00,Card,Mobile App,Completed,Yerevan,0.0
O111940,C11020,2025-05-30 00:00:00,Bank Transfer,Mobile App,Shipped,armavir,2.5
O111941,C12293,2025-12-09 00:00:00,Card,Website,Completed,"""""GYuMRi""""",0.0
O111942,C11346,2025-09-06 00:00:00,pAYpAl,Website,Completed,Gyumri,0.0
O111943,C11962,2025-09-08 00:00:00,BANK TRANSFER,Mobile App,Completed,Gyumri,0.0
O111944,C10610,2025-11-19 00:00:00,Cash,Website,Completed,"""""Yev.""""",0.0
O111945,C10328,2025-07-20 00:00:00,Card,Website,Completed,"""Gyumri""",0.0
O111946,C10546,2025-11-03 00:00:00,#BANK trANsFer,Website,Completed,Armavir,2.5
O111947,C10338,2025-07-02 00:00:00,Bank Transfer,Website,Shipped,Armavir,6.0
O111948,C13242,2025-10-06 00:00:00,"""""Bank Transfer""""",Marketplace,Shipped,Vagharshapat,2.5
O111949,C13181,2025-09-04 00:00:00,cArD,Website,Shipped,'Abovyan',4.5
O111950,C13041,2025/13/45,APplE pAy,Website,Cancelled,dilijan,8.5
O111951,C10806,2025-02-19 00:00:00,Card,Website,Cancelled,#Abovyan,0.0
O111952,C11033,2025-04-23 00:00:00,CarD,Website,Completed,"""""Armavir""""",0.0
O111953,C13273,2025-02-27 00:00:00,Apple Pay,Website,Completed,armavir,8.5
O111954,C13328,2025-05-28 00:00:00,Bank Transfer,Mobile App,Completed,"""""Armavir""""",0.0
O111955,C13333,2025-08-03 00:00:00,CaRD,Website,Completed,Dilijan,0.0
O111956,C12740,2025-08-17 00:00:00,aPple PAy.,Website,Completed,Abovyan,6.0
O111957,C10429,2025-06-16 00:00:00,Card,Website,Completed,GYUMRI CITY,8.5
O111958,C11530,2025-05-07 00:00:00,CaRD,Website,Cancelled,"Vanadzor,",0.0
O111959,C13137,2025-12-06 00:00:00,Bank Transfer,Marketplace,Completed,"""""Vandz.""""",6.0
O111960,C10805,2025-08-06 00:00:00,Card,Mobile App,Completed,"Etchmiadzin,",6.0
O111961,C11696,2025-03-01 00:00:00,PayPal,Marketplace,Completed,"Yerev.,",8.5
O111962,C12659,2025-04-01 00:00:00,PayPal,Website,Completed,#Yerevan,0.0
O111963,C11612,2025-08-26 00:00:00,#Card,Website,Completed,vanAdZor,0.0
O111964,C12082,2025-06-13 00:00:00,PayPal,Website,Completed,vnz,0.0
O111965,C11998,2025-12-05 00:00:00,CaRD,Mobile App,Completed,"gyumri,",0.0
O111966,C10556,2025-02-28 00:00:00,Cash,Mobile App,Completed,"ABOVYAN,",6.0
O111967,C11685,2025-06-27 00:00:00,Apple Pay,Mobile App,Shipped,#hRAzDan,8.5
O111968,C10490,2025-12-23 00:00:00,PaYpaL,Website,Shipped,Vanadzor,2.5
O111969,C11603,2025-07-23 00:00:00,Card,Website,Shipped,"Kapan,",0.0
O111970,C10253,2025-12-27 00:00:00,Card,Marketplace,Shipped,Dilijan,2.5
O111971,C10016,2025-03-07 00:00:00,Card,Mobile App,Completed,Dilijan,2.5
O111972,C10260,2025-09-05 00:00:00,Cash.,Website,Completed,hrazDaN,0.0
O111973,C11848,2025-09-08 00:00:00,CASH,Website,Completed,abovyan,2.5
O111974,C11279,2025-11-04 00:00:00,"""Card""",Mobile App,Pending,GYUMRI.,4.5
O111975,C12775,2025-07-30 00:00:00,'Card',Website,Pending,Artashat,2.5
O111976,C11886,2025-12-18 00:00:00,PayPal,Mobile App,Completed,vanadzOR,0.0
O111977,C11447,2025-05-01 00:00:00,Card,Social Media,Cancelled,Artashat,0.0
O111978,C10500,2025-01-15 00:00:00,Card,Website,Completed,YEREVAN,0.0
O111979,C11015,2025-05-29 00:00:00,Apple Pay,Website,Completed,VanAdZOR,6.0
O111980,C12333,2025-05-18 00:00:00,Card,Mobile App,Pending,  DILIJAN  ,0.0
O111981,C12054,2025-09-17 00:00:00,  PayPal  ,Website,Completed,Abovyan,2.5
O111982,C11222,2025-04-21 00:00:00,Card,Website,Completed,VANADZOR,0.0
O111983,,2025-07-29 00:00:00,card,Website,Completed,"Etchmiadzin,",2.5
O111984,C12984,2025-02-01 00:00:00,Cash,Website,Completed,#Kapan,8.5
O111985,C12039,2025-10-15 00:00:00,cash,Marketplace,Completed,  ArtASHAT  ,2.5
O111986,C13489,2025-06-15 00:00:00,Cash,Mobile App,Cancelled,#Artashat,0.0
O111987,C11685,2025-05-14 00:00:00,Card,Website,Cancelled,Kapan,2.5
O111988,C12099,2025-12-12 00:00:00,Cash,Marketplace,Completed,Dilijan,8.5
O111989,C12290,2025-06-12 00:00:00,Cash,Mobile App,Completed,Kapan,2.5
O111990,C11242,2025-07-30 00:00:00,caRd,Website,Shipped,Dilijan,8.5
O111991,C12565,2025-07-20 00:00:00,ApPLe pAY,Website,Shipped,"""""Vanadzor""""",4.5
O111992,C13017,2025-08-15 00:00:00,  PayPal  ,Mobile App,Completed,Armavir,4.5
O111993,C10108,2025-08-06 00:00:00,paYPaL,Website,Completed,GyumrI,8.5
O111994,C13422,2025-07-24 00:00:00,Bank Transfer,Website,Completed,Abovyan,6.0
O111995,C10920,2025-05-14 00:00:00,"""""Card""""",Website,Completed,Vanadzor,0.0
O111996,C10065,2025-01-28 00:00:00,  CaSH  ,Website,Completed,artashat,2.5
O111997,C13081,2025-05-18 00:00:00,#PayPal,Mobile App,Pending,Etchmiadzin,6.0
O111998,C10201,2025-09-06 00:00:00,Card,Website,Completed,Kapan,8.5
O111999,C11817,2025-04-23 00:00:00,"""""Cash""""",Mobile App,Pending,etch..,0.0
O112000,C12948,2025-06-23 00:00:00,CARD,Website,Completed,  armavir  ,0.0
O112001,C10213,2025-11-22 00:00:00,  Card  ,Mobile App,Cancelled,Yerevan,0.0
O112002,C12115,2025-01-24 00:00:00,CaRd,Website,Shipped,Kapan,4.5
O112003,C12806,2025-06-07 00:00:00,'Apple Pay',Mobile App,Pending,Etch.,0.0
O112004,C12913,2025-08-18 00:00:00,BANK TRANSFER,Website,Completed,"""""yerevan city""""",8.5
O112005,C10326,2025-07-29 00:00:00,CARD,Website,Completed,Yerevan,0.0
O112006,C11073,2025-04-24 00:00:00,'Bank Transfer',Website,Completed,Yev.,0.0
O112007,C11040,2025-10-21 00:00:00,Card,Mobile App,Completed,eTChmiADziN,8.5
O112008,C10522,2025-03-27 00:00:00,"""Bank Transfer""",Website,Completed,#vanadzor,4.5
O112009,C13377,2025-10-02 00:00:00,PayPal,Mobile App,Completed,ETCHMIADZIN,4.5
O112010,C13463,2025-04-16 00:00:00,Cash,Website,Completed,Artashat,2.5
O112011,C10987,2025-11-17 00:00:00,BANK TRANSFER,Social Media,Completed,Abovyan,8.5
O112012,C13195,2025-02-26 00:00:00,Card,Website,Cancelled,yerevan,0.0
O112013,C11003,2025-11-11 00:00:00,Cash,Website,Completed,Gyumri,6.0
O112014,C10503,2025-09-11 00:00:00,Bank Transfer,Website,Completed,Hrazdan,2.5
O112015,C11248,2025-06-18 00:00:00,paypal,Website,Shipped,Kapan,0.0
O112016,C10755,2025-03-08 00:00:00,Bank Transfer,Marketplace,Completed,Hrazdan,0.0
O112017,C11341,2025-11-06 00:00:00,Apple Pay,Website,Completed,Etchmiadzin,0.0
O112018,C12520,2025-10-04 00:00:00,PayPal,Marketplace,Pending,YEREVAN.,0.0
O112019,C11867,2025-01-11 00:00:00,PayPal,Website,Completed,Hrazdan,8.5
O112020,C11914,2025-01-11 00:00:00,PAYPAL,Marketplace,Shipped,Etchmiadzin,0.0
O112021,C12905,2025-07-14 00:00:00,Card,Marketplace,Completed,yerevan city,6.0
O112022,C12588,2025-02-16 00:00:00,"Card,",Social Media,Completed,  GmR  ,4.5
O112023,C11381,2025-12-27 00:00:00,Cash,Website,Completed,ETCHMIADZIN,8.5
O112024,C11506,2025-06-20 00:00:00,Card,Marketplace,Completed,#kapan,2.5
O112025,C12916,2025-06-30 00:00:00,PaYpaL,Website,Completed,Gyumri,2.5
O112026,C12925,2025-10-11 00:00:00,Card,Website,Completed,YVN,0.0
O112027,C12987,2025-02-02 00:00:00,Card,Mobile App,Cancelled,"""Etchmiadzin""",0.0
O112028,UNKNOWN,2025-12-02 00:00:00,"""paypal""",Website,Completed,DILIJAN,0.0
O112029,C11452,2025-01-26 00:00:00,Card,Mobile App,Shipped,"Hrazdan,",0.0
O112030,C12844,2025-09-23 00:00:00,#card,Social Media,Completed,"Vanadzor,",6.0
O112031,C11520,2025-04-18 00:00:00,Card,Marketplace,Completed,Artashat,0.0
O112032,C12519,2025-07-05 00:00:00,BANK TRANSFER,Website,Completed,"""Yerevan""",6.0
O112033,C11594,2025-10-02 00:00:00,"Cash,",Mobile App,Completed,Artashat,0.0
O112034,C12885,2025-04-12 00:00:00,APPLE PAY,Website,Completed,'Yerevan',0.0
O112035,C11887,2025-03-22 00:00:00,Card,Website,Completed,kapAN,2.5
O112036,C11323,2025-10-02 00:00:00,PayPal,Mobile App,Shipped,'yEREVAn',4.5
O112037,C12131,2025-07-22 00:00:00,Card,Mobile App,Completed,Etchmiadzin,6.0
O112038,C12424,2025-04-28 00:00:00,Card,Marketplace,Shipped,Artashat,0.0
O112039,C13384,2025-05-29 00:00:00,Cash,Website,Cancelled,'KAPAN',6.0
O112040,C11652,2025-03-24 00:00:00,CARD,Marketplace,Completed,etCHMiAdzIn,0.0
O112041,,2025-07-11 00:00:00,CArd,Mobile App,Completed,"""Hrazdan""",4.5
O112042,C12251,2025-06-19 00:00:00,Card,Website,Completed,VANADZOR,0.0
